Created as New Dataset,ABS black tube
cm-1,%T
895.00,93.40
894.00,93.50
893.00,93.58
892.00,93.65
891.00,93.71
890.00,93.76
889.00,93.80
888.00,93.83
887.00,93.85
886.00,93.85
885.00,93.84
884.00,93.83
883.00,93.80
882.00,93.77
881.00,93.73
880.00,93.70
879.00,93.66
878.00,93.63
877.00,93.63
876.00,93.66
875.00,93.71
874.00,93.78
873.00,93.86
872.00,93.95
871.00,94.03
870.00,94.10
869.00,94.15
868.00,94.19
867.00,94.21
866.00,94.23
865.00,94.24
864.00,94.25
863.00,94.25
862.00,94.25
861.00,94.24
860.00,94.21
859.00,94.17
858.00,94.11
857.00,94.03
856.00,93.93
855.00,93.82
854.00,93.69
853.00,93.55
852.00,93.40
851.00,93.26
850.00,93.12
849.00,93.00
848.00,92.88
847.00,92.79
846.00,92.72
845.00,92.67
844.00,92.66
843.00,92.70
842.00,92.77
841.00,92.89
840.00,93.03
839.00,93.19
838.00,93.37
837.00,93.56
836.00,93.75
835.00,93.92
834.00,94.06
833.00,94.18
832.00,94.26
831.00,94.33
830.00,94.38
829.00,94.41
828.00,94.43
827.00,94.43
826.00,94.43
825.00,94.42
824.00,94.41
823.00,94.38
822.00,94.35
821.00,94.33
820.00,94.30
819.00,94.28
818.00,94.26
817.00,94.25
816.00,94.23
815.00,94.21
814.00,94.18
813.00,94.15
812.00,94.11
811.00,94.07
810.00,94.04
809.00,94.02
808.00,94.00
807.00,93.98
806.00,93.96
805.00,93.93
804.00,93.89
803.00,93.86
802.00,93.83
801.00,93.80
800.00,93.76
799.00,93.72
798.00,93.67
797.00,93.60
796.00,93.52
795.00,93.45
794.00,93.36
793.00,93.27
792.00,93.17
791.00,93.04
790.00,92.89
789.00,92.69
788.00,92.46
787.00,92.19
786.00,91.89
785.00,91.55
784.00,91.16
783.00,90.72
782.00,90.22
781.00,89.64
780.00,89.00
779.00,88.29
778.00,87.50
777.00,86.64
776.00,85.71
775.00,84.71
774.00,83.63
773.00,82.49
772.00,81.27
771.00,79.95
770.00,78.54
769.00,77.04
768.00,75.45
767.00,73.80
766.00,72.13
765.00,70.49
764.00,68.94
763.00,67.53
762.00,66.33
761.00,65.38
760.00,64.74
759.00,64.45
758.00,64.54
757.00,64.96
756.00,65.69
755.00,66.68
754.00,67.87
753.00,69.17
752.00,70.51
751.00,71.85
750.00,73.15
749.00,74.38
748.00,75.54
747.00,76.63
746.00,77.65
745.00,78.57
744.00,79.40
743.00,80.13
742.00,80.77
741.00,81.36
740.00,81.95
739.00,82.57
738.00,83.24
737.00,83.96
736.00,84.74
735.00,85.52
734.00,86.29
733.00,87.00
732.00,87.66
731.00,88.27
730.00,88.81
729.00,89.29
728.00,89.70
727.00,90.05
726.00,90.36
725.00,90.61
724.00,90.82
723.00,90.98
722.00,91.07
721.00,91.08
720.00,91.02
719.00,90.87
718.00,90.58
717.00,90.08
716.00,89.29
715.00,88.11
714.00,86.47
713.00,84.32
712.00,81.64
711.00,78.45
710.00,74.83
709.00,70.86
708.00,66.66
707.00,62.32
706.00,57.92
705.00,53.49
704.00,49.09
703.00,44.81
702.00,40.74
701.00,37.02
700.00,33.91
699.00,31.81
698.00,31.16
697.00,32.35
696.00,35.48
695.00,40.29
694.00,46.10
693.00,52.10
692.00,57.57
691.00,62.18
690.00,65.88
689.00,68.79
688.00,71.09
687.00,72.92
686.00,74.40
685.00,75.63
684.00,76.64
683.00,77.49
682.00,78.23
681.00,78.86
680.00,79.43
679.00,79.94
678.00,80.41
677.00,80.84
676.00,81.22
675.00,81.57
674.00,81.90
673.00,82.19
672.00,82.43
671.00,82.64
670.00,82.84
669.00,83.12
668.00,83.52
667.00,83.89
666.00,84.19
665.00,84.45
664.00,84.71
663.00,84.95
662.00,85.19
661.00,85.43
660.00,85.66
659.00,85.89
658.00,86.11
657.00,86.28
656.00,86.45
655.00,86.61
654.00,86.76
653.00,86.90
652.00,87.03
651.00,87.12
650.00,87.18
